t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,visual_on_screen,keyword_id,keyword_text,segment_id,groundability,gemini_concept_matched,gemini_match_score,gap_since_expired,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
185.088,176.5,-8.587999999999994,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,129,rank terms distance,29,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
181.945,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,130,able identify,29,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
183.647,176.5,-7.146999999999991,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,131,neighbors calculating rank,29,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
183.266,176.5,-6.765999999999991,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,132,nearest neighbors calculating,29,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
190.114,176.5,-13.614000000000004,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,133,considered nearest neighbor,30,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
187.812,176.5,-11.312000000000012,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,134,distance value ranked,30,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
189.193,176.5,-12.693000000000012,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,135,ranked considered nearest,30,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
187.451,176.5,-10.950999999999992,A,ocr_at_tnarr_partial,0.8,13.0,176.0,191.5,,MEDIUM,True,136,smallest distance value,30,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
193.638,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,137,distances observations closest,31,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
193.198,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,138,ranking distances,31,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
196.38,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,139,closest new case,31,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
199.764,196.0,-3.76400000000001,A,ocr_at_tnarr_full,1.0,15.0,196.0,224.5,,HIGH,True,140,k neighbors,32,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
202.527,196.0,-6.526999999999987,A,ocr_at_tnarr_full,1.0,15.0,196.0,224.5,,HIGH,True,141,each category,32,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
198.282,196.0,-2.2820000000000107,A,ocr_at_tnarr_full,1.0,15.0,196.0,224.5,,HIGH,True,142,step neighbors count,32,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
200.845,196.0,-4.844999999999999,A,ocr_at_tnarr_full,1.0,15.0,196.0,224.5,,HIGH,True,143,count number data,32,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
201.786,196.0,-5.786000000000001,A,ocr_at_tnarr_full,1.0,15.0,196.0,224.5,,HIGH,True,144,data points category,32,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
204.469,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,145,graph fifth ranks,33,HIGH,,,,,,,No Match,,3,1.0,,0.0
209.734,196.0,-13.734000000000009,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,146,labeled data new,33,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
203.928,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,147,looking graph,33,HIGH,,,,,,,No Match,,3,1.0,,0.0
206.631,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,148,ranks terms shortest,33,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
207.892,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,149,shortest distance sample,33,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
215.36,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,150,orange dot,34,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
213.118,196.0,-17.117999999999995,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,151,points blue,34,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
214.519,196.0,-18.519000000000005,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,152,point close orange,34,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
213.839,196.0,-17.839,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,153,one blue data point,34,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
212.277,196.0,-16.276999999999987,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,154,four red data points,34,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
221.887,196.0,-25.887,A,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,,MEDIUM,True,155,new case step,35,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
217.843,198.0,-19.84299999999999,D,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,198.0,MEDIUM,True,156,four small size,35,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
219.465,209.5,-9.965000000000003,D,ocr_at_tnarr_partial,0.8,15.0,196.0,224.5,209.5,MEDIUM,True,157,one medium size shirts,35,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
227.972,224.5,-3.4720000000000084,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,158,category number neighbor,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
228.873,224.5,-4.372999999999991,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,159,which,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
229.895,224.5,-5.39500000000001,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,160,neighbor maximum,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
226.87,224.5,-2.3700000000000045,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,161,data points category,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
226.69,224.5,-2.1899999999999977,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,162,new data points,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
226.229,224.5,-1.7290000000000134,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,163,assign new data,36,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
233.921,224.5,-9.420999999999992,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,164,which,37,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
232.078,224.5,-7.578000000000003,A,ocr_at_tnarr_partial,0.8,16.0,224.5,249.0,,MEDIUM,True,165,new case assigned,37,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
236.224,224.5,-11.72399999999999,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,166,nearest neighbors,37,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
233.34,249.0,15.659999999999997,D,ocr_at_tnarr_partial,0.8,16.0,224.5,249.0,249.0,MEDIUM,True,167,class representatives nearest,37,MEDIUM,,,,3.017467299399552e-07,0.0,3.017467299399552e-07,Unacceptable,2.715720569459597e-07,3,1.0,3.017467299399552e-07,79.99999975860263
231.197,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,168,remember,37,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
234.402,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,169,most representatives,37,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
240.711,249.0,8.288999999999987,D,ocr_at_tnarr_partial,0.8,16.0,224.5,249.0,249.0,MEDIUM,True,170,red dots nearest,38,MEDIUM,,,,0.4100683220534078,0.0,0.4100683220534078,Unacceptable,0.369061489848067,4,1.5,0.6151024830801117,119.50791801353591
242.954,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,171,employee known shirt,38,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
240.451,224.5,-15.950999999999992,E,gemini_concept_fuzzy,0.8285714285714285,16.0,224.5,249.0,,MEDIUM,True,172,more red dots,38,MEDIUM,the arrows pointing from the red and blue dots to the yellow dot indicate the **k nearest neighbors** of the yellow point. in this case,0.762,,100.0,100.0,100.0,Optimal,91.42857142857143,4,1.5,150.0,0.0
244.296,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,173,size predicted,38,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
241.632,224.5,-17.132000000000005,A,ocr_at_tnarr_full,1.0,16.0,224.5,249.0,,HIGH,True,174,nearest neighbors,38,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
245.899,224.5,-21.399,A,ocr_at_tnarr_partial,0.8,16.0,224.5,249.0,,MEDIUM,True,175,small size shirt,38,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
243.715,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,176,known shirt size,38,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
236.585,224.5,-12.085000000000008,A,ocr_at_tnarr_partial,0.8,16.0,224.5,249.0,,MEDIUM,True,177,neighbors employee known,38,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
